1,      40,     162,    286
109,	56,	192,	475
110,	40,	171,	62
111,	72,	175,	497
112,	22,	144,	57
113,	25,	192,	178
114,	68,	145,	401
115,	20,	165,	276
116,	28,	148,	135
117,	48,	175,	436
118,	47,	154,	438
119,	59,	160,	261
120,	32,	151,	236
121,	81,	141,	80
122,	22,	170,	400
123,	85,	193,	79
124,	31,	192,	214
125,	88,	171,	284
126,	67,	165,	492
127,	76,	145,	276
128,	81,	191,	369
129,	20,	168,	175
130,	75,	180,	411
131,	60,	174,	215
132,	90,	189,	338
133,	19,	138,	370
134,	66,	182,	279
135,	79,	161,	276
136,	18,	167,	340
137,	58,	151,	366
138,	24,	163,	250
139,	14,	164,	113
140,	44,	142,	314
141,	14,	184,	373
142,	39,	141,	255
143,	47,	145,	495
144,	31,	163,	118
145,	67,	186,	450
146,	14,	179,	265
147,	65,	147,	184
148,	34,	189,	165
149,	13,	173,	157
150,	17,	159,	387
151,	63,	163,	303
152,	70,	174,	319
153,	64,	164,	291
154,	51,	160,	382
155,	63,	149,	347
156,	24,	141,	108
157,	66,	147,	77
158,	83,	180,	111
159,	64,	164,	462
160,	18,	159,	322
161,	58,	147,	399
162,	82,	181,	409
163,	87,	157,	404
164,	90,	139,	168
165,	83,	147,	230
166,	20,	143,	69
167,	22,	150,	419
168,	57,	165,	227
169,	50,	160,	497
170,	35,	156,	65
171,	35,	166,	66
172,	55,	156,	208
173,	17,	165,	394
174,	66,	146,	59
175,	43,	178,	383
176,	28,	145,	311
177,	20,	180,	199
178,	52,	163,	241
179,	20,	193,	391
180,	10,	146,	262
181,	27,	193,	154
182,	85,	138,	473
183,	87,	195,	306
184,	22,	147,	140
185,	30,	161,	256
186,	70,	175,	411
187,	29,	187,	184
188,	69,	167,	87
189,	42,	153,	361
190,	62,	153,	165
191,	18,	157,	149
192,	40,	144,	452
193,	67,	176,	441
194,	10,	148,	426
195,	60,	150,	79
196,	66,	170,	193
197,	55,	141,	402
198,	86,	149,	484
199,	68,	179,	193
200,	54,	179,	376
201,	43,	193,	273
202,	22,	178,	500
203,	18,	181,	141
204,	16,	161,	277
205,	71,	161,	399
206,	49,	194,	264
207,	61,	142,	434
208,	51,	164,	379
209,	85,	140,	479
210,	43,	150,	475
211,	27,	167,	175
212,	25,	191,	319
213,	78,	159,	211
214,	62,	141,	240
215,	52,	150,	143
216,	30,	149,	246
217,	25,	188,	324
218,	61,	157,	486
219,	41,	162,	400
220,	43,	182,	459
221,	89,	184,	53
222,	11,	164,	272
223,	36,	146,	303
224,	33,	173,	462
225,	51,	162,	427
226,	63,	171,	64
227,	23,	188,	81
228,	51,	156,	371
229,	40,	162,	143
230,	27,	150,	176
231,	73,	167,	335
232,	23,	189,	194
233,	46,	167,	131
234,	65,	187,	149
235,	48,	174,	444
236,	83,	161,	456
237,	65,	162,	346
238,	89,	181,	429
239,	83,	141,	185
240,	67,	146,	381
241,	89,	147,	417
242,	67,	148,	113
243,	56,	172,	66
244,	57,	160,	192
245,	40,	139,	261
246,	69,	194,	363
247,	68,	181,	210
248,	74,	151,	338
249,	10,	188,	460
250,	74,	172,	369
251,	24,	191,	381
252,	79,	156,	330
253,	12,	188,	248
254,	62,	158,	228
255,	30,	177,	141
256,	24,	143,	156
257,	56,	145,	316
258,	32,	181,	64
259,	38,	143,	418
260,	80,	153,	75
261,	75,	182,	53
262,	87,	186,	274
263,	49,	161,	123
264,	52,	161,	402
265,	82,	179,	105
266,	73,	153,	85
267,	21,	139,	54
268,	88,	168,	156
269,	57,	142,	346
270,	33,	146,	327
271,	41,	163,	257
272,	34,	146,	469
273,	45,	188,	54
274,	11,	142,	238
275,	48,	172,	368
276,	40,	139,	463
277,	51,	159,	480
278,	16,	173,	227
279,	64,	187,	79
280,	51,	148,	115
281,	44,	167,	254
282,	80,	153,	181
283,	49,	161,	351
284,	21,	155,	168
285,	48,	159,	359
286,	54,	184,	244
287,	86,	145,	213
288,	79,	145,	402
289,	44,	172,	143
290,	40,	145,	149
291,	18,	145,	188
292,	52,	182,	169
293,	47,	152,	69
294,	81,	145,	124
295,	11,	160,	127
296,	75,	177,	303
297,	73,	191,	142
298,	56,	149,	319
299,	38,	183,	65
300,	76,	177,	447
301,	80,	147,	202
302,	78,	145,	80
303,	82,	172,	195
304,	85,	144,	382
305,	39,	148,	485
306,	88,	154,	275
307,	70,	168,	280
308,	81,	188,	284
309,	33,	139,	107
310,	31,	162,	310
311,	77,	175,	453
312,	16,	167,	463
313,	90,	183,	88
314,	83,	164,	159
315,	73,	139,	60
316,	82,	154,	145
317,	72,	149,	350
318,	69,	172,	387
319,	12,	143,	417
320,	13,	191,	259
321,	47,	154,	87
322,	88,	183,	351
323,	13,	193,	87
324,	23,	160,	143
325,	42,	183,	180
326,	66,	147,	372
327,	62,	189,	420
328,	11,	189,	147
329,	62,	193,	367
330,	55,	140,	217
331,	44,	157,	234
332,	42,	157,	253
333,	74,	159,	386
334,	20,	181,	62
335,	70,	169,	295
336,	63,	145,	479
337,	19,	167,	401
338,	41,	163,	74
339,	49,	156,	482
340,	75,	166,	208
341,	85,	148,	410
342,	33,	157,	393
343,	72,	147,	249
344,	62,	141,	165
345,	86,	175,	201
346,	33,	145,	433
347,	44,	189,	302
348,	72,	156,	235
349,	26,	142,	298
350,	49,	184,	203
351,	11,	164,	180
352,	16,	151,	246
353,	20,	175,	427
354,	22,	190,	454
355,	81,	146,	93
356,	28,	171,	130
357,	20,	182,	104
358,	20,	158,	360
359,	67,	139,	341
360,	10,	187,	259
361,	23,	179,	169
362,	63,	153,	188
363,	64,	152,	286
364,	10,	146,	137
365,	85,	181,	403
366,	13,	156,	269
367,	66,	172,	55
368,	66,	154,	449
369,	56,	185,	405
370,	38,	155,	340
371,	74,	157,	271
372,	65,	167,	419
373,	61,	177,	330
374,	11,	144,	269
375,	53,	183,	76
376,	53,	183,	334
377,	40,	171,	497
378,	75,	189,	189
379,	57,	140,	473
380,	85,	139,	130
381,	42,	169,	337
382,	36,	170,	127
383,	64,	146,	498
384,	78,	161,	125
385,	38,	173,	228
386,	17,	170,	198
387,	12,	190,	265
388,	49,	178,	368
389,	38,	158,	80
390,	44,	153,	255
391,	21,	189,	410
392,	46,	168,	81
393,	84,	145,	217
394,	53,	144,	275
395,	84,	166,	177
396,	24,	166,	92
397,	76,	163,	375
398,	79,	144,	474
399,	72,	195,	416
400,	87,	145,	342
401,	25,	162,	262
402,	11,	194,	120
403,	71,	189,	262
404,	89,	194,	486
405,	52,	161,	377
406,	31,	140,	277
407,	61,	179,	354
408,	35,	182,	253
409,	71,	180,	497
410,	22,	153,	427
411,	16,	175,	100
412,	39,	174,	332
413,	10,	158,	92
414,	82,	190,	210
415,	30,	152,	283
416,	28,	188,	347
417,	90,	172,	358
418,	56,	175,	312
419,	36,	164,	448
420,	31,	138,	345
421,	86,	173,	83
422,	57,	175,	403
423,	54,	148,	213
424,	33,	145,	301
425,	23,	195,	195
426,	40,	191,	109
427,	90,	154,	110
428,	50,	159,	315
429,	65,	174,	81
430,	53,	171,	79
431,	83,	147,	209
432,	79,	144,	355
433,	69,	168,	114
434,	43,	160,	369
435,	19,	148,	482
436,	48,	188,	271
437,	64,	172,	160
438,	24,	182,	236
439,	88,	191,	53
440,	10,	154,	125
441,	46,	159,	328
442,	45,	154,	171
443,	33,	156,	404
444,	82,	155,	51
445,	32,	167,	321
446,	18,	157,	467
447,	47,	148,	304
448,	30,	190,	276
449,	16,	141,	257
450,	13,	167,	452
451,	61,	193,	246
452,	77,	161,	201
453,	42,	161,	481
454,	42,	170,	216
455,	65,	183,	312
456,	70,	165,	455
457,	15,	184,	358
458,	81,	178,	232
459,	15,	158,	225
460,	14,	170,	305
461,	63,	183,	490
462,	51,	189,	355
463,	40,	187,	482
464,	44,	191,	176
465,	80,	158,	175
466,	78,	163,	223
467,	78,	175,	333
468,	32,	149,	131
469,	88,	170,	106
470,	20,	148,	243
471,	23,	195,	317
472,	84,	147,	209
473,	57,	147,	193
474,	65,	151,	178
475,	10,	176,	119
476,	69,	170,	473
477,	53,	149,	174
478,	35,	155,	97
479,	76,	151,	115
480,	36,	183,	445
481,	30,	160,	230
482,	36,	160,	432
483,	69,	145,	119
484,	38,	162,	238
485,	10,	155,	315
486,	65,	139,	181
487,	65,	153,	339
488,	53,	169,	418
489,	37,	179,	64
490,	68,	191,	163
491,	29,	172,	111
492,	78,	159,	106
493,	24,	150,	92
494,	56,	146,	170
495,	19,	169,	299
496,	39,	139,	468
497,	28,	150,	128
498,	64,	184,	211
499,	30,	155,	446
500,	11,	143,	351
501,	71,	150,	265
502,	11,	185,	257
503,	67,	189,	117
504,	81,	163,	404
505,	57,	169,	130
506,	60,	170,	308
507,	73,	165,	427
508,	63,	146,	66
509,	88,	154,	153
510,	24,	189,	492
511,	44,	148,	56
512,	52,	157,	109
513,	82,	164,	50
514,	26,	155,	93
515,	37,	153,	436
516,	38,	138,	172
517,	30,	163,	235
518,	15,	175,	484
519,	54,	180,	493
520,	86,	145,	321
521,	16,	170,	382
522,	82,	166,	82
523,	31,	170,	413
524,	83,	147,	223
525,	49,	167,	317
526,	78,	147,	341
527,	43,	151,	413
528,	40,	176,	180
529,	43,	168,	229
530,	21,	160,	493
531,	38,	183,	459
532,	15,	157,	67
533,	36,	141,	79
534,	18,	166,	488
535,	51,	165,	98
536,	81,	157,	327
537,	86,	173,	310
538,	47,	163,	500
539,	58,	193,	105
540,	58,	186,	343
541,	31,	170,	71
542,	85,	193,	240
543,	32,	178,	360
544,	22,	140,	275
545,	23,	181,	364
546,	34,	160,	162
547,	44,	139,	450
548,	66,	157,	451
549,	36,	144,	335
550,	48,	145,	242
551,	51,	139,	173
552,	67,	184,	363
553,	51,	174,	164
554,	18,	157,	482
555,	70,	182,	55
556,	41,	170,	356
557,	86,	148,	203
558,	90,	155,	227
559,	59,	169,	330
560,	50,	175,	264
561,	42,	184,	362
562,	19,	162,	187
563,	32,	150,	461
564,	59,	145,	420
565,	48,	179,	52
566,	74,	180,	205
567,	26,	165,	219
568,	83,	161,	433
569,	19,	153,	172
570,	48,	149,	150
571,	58,	164,	214
572,	12,	183,	381
573,	59,	162,	140
574,	25,	168,	159
575,	31,	149,	442
576,	85,	148,	188
577,	18,	184,	85
578,	40,	154,	311
579,	67,	154,	267
580,	11,	168,	94
581,	52,	156,	162
582,	34,	181,	254
583,	18,	147,	238
584,	86,	150,	282
585,	81,	160,	78
586,	14,	186,	153
587,	75,	167,	325
588,	57,	152,	371
589,	66,	157,	314
590,	44,	192,	400
591,	21,	190,	356
592,	42,	180,	103
593,	36,	145,	220
594,	30,	165,	396
595,	81,	140,	172
596,	39,	155,	497
597,	13,	184,	479
598,	47,	143,	421
599,	14,	150,	444
600,	32,	142,	350
601,	17,	144,	320
602,	41,	184,	427
603,	90,	143,	264
604,	56,	194,	282
605,	12,	177,	386
606,	65,	190,	454
607,	49,	163,	372
608,	39,	179,	136
609,	12,	177,	197
610,	85,	141,	176
611,	71,	168,	148
612,	54,	141,	360
613,	53,	167,	65
614,	25,	151,	355
615,	15,	158,	268
616,	81,	141,	402
617,	42,	172,	384
618,	38,	169,	331
619,	49,	192,	358
620,	28,	194,	290
621,	22,	148,	412
622,	35,	158,	472
623,	62,	181,	214
624,	18,	169,	428
625,	18,	138,	496
626,	69,	166,	207
627,	66,	185,	382
628,	85,	141,	326
629,	69,	177,	125
630,	73,	180,	462
631,	21,	160,	441
632,	78,	141,	129
633,	61,	163,	490
634,	33,	167,	105
635,	74,	186,	368
636,	29,	154,	398
637,	20,	176,	433
638,	86,	143,	322
639,	66,	161,	133
640,	59,	170,	125
641,	81,	142,	99
642,	15,	157,	255
643,	48,	188,	233
644,	44,	157,	333
645,	84,	153,	150
646,	22,	160,	205
647,	32,	186,	249
648,	28,	159,	150
649,	88,	179,	191
650,	24,	178,	479
651,	10,	142,	215
652,	35,	138,	85
653,	81,	154,	377
654,	73,	166,	430
655,	27,	192,	366
656,	41,	140,	470
657,	62,	146,	334
658,	34,	194,	439
659,	56,	193,	435
660,	69,	153,	279
661,	49,	156,	99
662,	24,	146,	99
663,	21,	147,	218
664,	12,	171,	258
665,	36,	162,	417
666,	51,	160,	303
667,	55,	159,	141
668,	31,	138,	255
669,	60,	193,	75
670,	15,	141,	430
671,	12,	139,	479
672,	22,	143,	157
673,	90,	155,	361
674,	68,	178,	477
675,	78,	157,	466
676,	41,	164,	63
677,	23,	185,	144
678,	61,	143,	361
679,	73,	160,	391
680,	42,	194,	112
681,	24,	187,	107
682,	61,	164,	450
683,	13,	193,	464
684,	26,	154,	183
685,	73,	169,	208
686,	16,	139,	279
687,	31,	158,	236
688,	20,	162,	412
689,	41,	143,	305
690,	69,	168,	65
691,	33,	181,	469
692,	51,	191,	346
693,	42,	152,	290
694,	45,	155,	265
695,	83,	166,	267
696,	87,	163,	132
697,	69,	187,	286
698,	49,	183,	306
699,	71,	144,	100
700,	71,	142,	297
701,	38,	142,	398
702,	51,	179,	227
703,	14,	189,	195
704,	78,	193,	159
705,	12,	172,	457
706,	46,	185,	479
707,	16,	149,	340
708,	56,	167,	278
709,	12,	172,	379
710,	13,	175,	252
711,	30,	178,	307
712,	82,	139,	324
713,	19,	156,	77
714,	10,	144,	160
715,	21,	138,	240
716,	82,	148,	138
717,	22,	177,	415
718,	86,	186,	310
719,	77,	151,	152
720,	78,	159,	214
721,	33,	150,	451
722,	25,	166,	131
723,	10,	188,	463
724,	68,	143,	452
725,	73,	146,	314
726,	51,	179,	426
727,	49,	168,	418
728,	47,	159,	476
729,	75,	185,	60
730,	51,	175,	340
731,	75,	187,	426
732,	56,	183,	211
733,	76,	149,	249
734,	30,	152,	104
735,	19,	166,	478
736,	82,	158,	234
737,	87,	174,	323
738,	59,	172,	204
739,	79,	187,	222
740,	45,	162,	253
741,	49,	184,	310
742,	87,	148,	313
743,	36,	149,	160
744,	10,	150,	59
745,	27,	173,	483
746,	25,	156,	307
747,	33,	177,	217
748,	21,	139,	339
749,	85,	159,	397
750,	17,	188,	163
751,	31,	158,	462
752,	75,	189,	232
753,	31,	191,	101
754,	34,	153,	193
755,	40,	154,	334
756,	65,	167,	211
757,	47,	159,	100
758,	17,	191,	85
759,	65,	171,	425
760,	12,	138,	272
761,	53,	175,	120
762,	55,	163,	185
763,	15,	152,	331
764,	55,	144,	409
765,	40,	155,	187
766,	24,	154,	116
767,	28,	162,	288
768,	84,	171,	211
769,	43,	144,	370
770,	67,	170,	55
771,	66,	138,	436
772,	29,	144,	71
773,	85,	180,	336
774,	13,	171,	482
775,	21,	146,	389
776,	62,	140,	282
777,	36,	160,	468
778,	49,	192,	215
779,	41,	178,	87
780,	23,	146,	178
781,	62,	147,	312
782,	30,	139,	328
783,	40,	169,	492
784,	55,	173,	432
785,	50,	159,	135
786,	74,	145,	374
787,	11,	180,	465
788,	67,	167,	265
789,	26,	183,	115
790,	80,	170,	430
791,	61,	157,	125
792,	14,	178,	88
793,	54,	157,	361
794,	65,	182,	272
795,	57,	157,	473
796,	21,	149,	458
797,	66,	187,	467
798,	14,	178,	322
799,	52,	152,	332
800,	25,	139,	342
801,	16,	170,	224
802,	79,	176,	175
803,	11,	143,	230
804,	69,	155,	134
805,	27,	170,	153
806,	46,	143,	408
807,	65,	195,	260
808,	21,	171,	58
809,	76,	152,	355
810,	83,	175,	215
811,	63,	180,	125
812,	18,	195,	314
813,	80,	159,	428
814,	48,	154,	64
815,	76,	163,	89
816,	58,	153,	294
817,	22,	187,	155
818,	61,	178,	231
819,	47,	176,	188
820,	16,	180,	156
821,	46,	190,	176
822,	78,	187,	300
823,	71,	149,	328
824,	90,	139,	251
825,	58,	150,	106
826,	43,	161,	410
827,	30,	141,	138
828,	18,	152,	156
829,	64,	158,	446
830,	73,	168,	364
831,	42,	171,	120
832,	78,	188,	462
833,	79,	163,	336
834,	78,	162,	330
835,	52,	179,	376
836,	15,	158,	225
837,	52,	169,	196
838,	89,	157,	361
839,	13,	165,	480
840,	71,	194,	256
841,	74,	194,	148
842,	68,	179,	433
843,	43,	156,	456
844,	69,	172,	75
845,	33,	152,	149
846,	85,	151,	122
847,	31,	164,	267
848,	45,	161,	209
849,	68,	186,	343
850,	81,	140,	227
851,	66,	156,	432
852,	52,	160,	421
853,	18,	182,	107
854,	67,	143,	222
855,	80,	191,	478
856,	19,	171,	215
857,	33,	194,	128
858,	34,	179,	158
859,	23,	168,	391
860,	32,	189,	381
861,	60,	182,	252
862,	84,	186,	232
863,	48,	169,	215
864,	51,	187,	243
865,	67,	176,	107
866,	10,	174,	180
867,	30,	177,	124
868,	44,	170,	348
869,	90,	193,	106
870,	82,	148,	65
871,	33,	193,	100
872,	28,	155,	175
873,	40,	190,	390
874,	16,	155,	462
875,	36,	151,	55
876,	63,	145,	453
877,	55,	173,	145
878,	67,	169,	344
879,	55,	143,	74
880,	81,	192,	166
881,	50,	184,	146
882,	40,	184,	188
883,	59,	176,	192
884,	82,	183,	175
885,	71,	169,	344
886,	73,	169,	210
887,	88,	179,	331
888,	33,	188,	157
889,	76,	187,	428
890,	62,	150,	102
891,	66,	158,	319
892,	83,	157,	208
893,	81,	187,	195
894,	47,	143,	317
895,	12,	177,	353
896,	58,	142,	380
897,	33,	189,	376
898,	77,	156,	187
899,	14,	140,	446
900,	43,	161,	201
901,	19,	168,	461
902,	42,	181,	51
903,	37,	174,	315
904,	18,	184,	309
905,	71,	189,	369
906,	79,	194,	227
907,	52,	166,	249
908,	34,	182,	323
909,	35,	184,	214
910,	78,	190,	189
911,	14,	140,	342
912,	65,	155,	266
913,	17,	192,	166
914,	78,	158,	181
915,	57,	168,	55
916,	64,	141,	228
917,	74,	192,	371
918,	19,	145,	117
919,	89,	187,	396
920,	28,	180,	429
921,	89,	175,	136
922,	29,	176,	405
923,	87,	154,	98
924,	80,	151,	98
925,	30,	190,	271
926,	38,	181,	78
927,	24,	159,	117
928,	56,	167,	335
929,	33,	148,	51
930,	30,	184,	142
931,	68,	164,	136
932,	16,	163,	75
933,	50,	181,	169
934,	63,	173,	85
935,	47,	150,	383
936,	12,	172,	243
937,	48,	187,	149
938,	46,	142,	167
939,	80,	144,	384
940,	78,	174,	441
941,	87,	157,	231
942,	49,	144,	55
943,	77,	159,	157
944,	14,	160,	88
945,	29,	167,	94
946,	17,	187,	141
947,	75,	161,	474
948,	22,	154,	236
949,	47,	168,	441
950,	72,	141,	495
951,	28,	169,	73
952,	68,	139,	61
953,	85,	180,	450
954,	74,	172,	153
955,	63,	191,	334
956,	16,	155,	132
957,	51,	171,	376
958,	13,	151,	316
959,	82,	177,	322
960,	11,	173,	119
961,	48,	153,	449
962,	44,	186,	386
963,	75,	159,	142
964,	64,	168,	192
965,	67,	165,	412
966,	15,	184,	216
967,	33,	155,	389
968,	74,	159,	489
969,	30,	149,	56
970,	54,	186,	304
971,	84,	145,	433
972,	54,	148,	160
973,	57,	172,	322
974,	25,	176,	282
975,	21,	179,	197
976,	34,	155,	329
977,	80,	161,	447
978,	88,	189,	93
979,	30,	158,	461
980,	67,	159,	383
981,	12,	148,	355
982,	74,	152,	371
983,	26,	152,	233
984,	70,	166,	159
985,	44,	146,	245
986,	79,	193,	446
987,	34,	139,	362
988,	15,	186,	174
989,	21,	148,	238
990,	25,	166,	498
991,	68,	148,	227
992,	45,	172,	381
993,	57,	151,	155
994,	49,	164,	222
995,	52,	184,	139
996,	59,	148,	74
997,	56,	139,	147
998,	19,	195,	88
999,	11,	142,	463
1000,	66,	177,	442
